"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89"
0,0.525527668280932,0.912449859357904,0.993717422309339,0.999824670921061,0.999998097147616,0.999999991968599,0.999999999986817,0.999999999999992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.180358061750263,0,0.525527668280932,0.912449859357904,0.993717422309339,0.999824670921061,0.999998097147616,0.999999991968599,0.999999999986817,0.999999999999992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.671143938092485,0.227931081449749,0,0.285441739804126,0.718311575232377,0.938737590829162,0.992649568150813,0.999513452380318,0.999982232285696,0.999999642042484,0.999999996021447,0.999999999975604,0.999999999999917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.870960741789571,0.614051334295083,0.236242318442456,0,0.133711059196437,0.503471819798448,0.811703002672463,0.95275441303473,0.992156724600427,0.999138506427366,0.999937392699241,0.999996989654936,0.999999904230782,0.99999999798417,0.999999999971926,0.999999999999741,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.944709658312204,0.819481325429073,0.566118088726835,0.232289466945781,0,0.0410873520432088,0.323084217231606,0.648223535783885,0.865421567713058,0.962098124866472,0.992141810921211,0.998800608965068,0.999865235449073,0.999988852766849,0.999999321210607,0.999999969571569,0.999999998995845,0.999999999975605,0.999999999999564,0.999999999999994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.974435781234803,0.914578518431675,0.77505016659351,0.533138292579819,0.23638432612278,0.0156593597811513,0,0.199357599396805,0.494802522267619,0.748772160630312,0.901540334742487,0.969588842637786,0.992597276233393,0.998579850251143,0.999785285813124,0.999974415829428,0.9999975974859,0.999999822194762,0.999999989629322,0.999999999523291,0.99999999998273,0.999999999999507,0.999999999999989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.987483679099683,0.958387438895737,0.885803542521823,0.741320956234326,0.516328729865792,0.253517269661475,0.0490237566551227,0,0.132017915115906,0.378126640875417,0.632232309803251,0.820474716432625,0.927663398682473,0.975941363655655,0.993395128925456,0.998503288446788,0.999720042371107,0.999956775803245,0.999994491390515,0.999999420521311,0.999999949683157,0.999999996393635,0.999999999786643,0.999999999989581,0.99999999999958,0.999999999999986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.993414930638009,0.978479191264659,0.940003898952521,0.857323096834502,0.710565346667975,0.499143186856278,0.260662301939122,0.0690243492122946,0,0.0837206820569369,0.283820354164918,0.522490220598489,0.728413128099971,0.868234570545178,0.9454668735614,0.980747571539433,0.99420201822509,0.99851052101647,0.999673594010187,0.999938983391268,0.999990270193157,0.999998676491979,0.999999846426903,0.999999984799079,0.999999998716515,0.999999999907556,0.99999999999432,0.999999999999702,0.999999999999987,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.996350837145499,0.988329787454666,0.967381817349692,0.920322402756258,0.829898488782213,0.682622898784508,0.482466483811938,0.262440865266498,0.0813487168812043,0,0.0486402174812107,0.208984396008402,0.42519466892351,0.634950297985923,0.797381692471584,0.901711921985761,0.958330482066278,0.984560558582703,0.995000343515552,0.998585039806815,0.999650019576374,0.999924344804633,0.999985706807727,0.999997639982687,0.999999659437664,0.999999957048976,0.999999995265808,0.999999999543949,0.999999999961605,0.999999999997175,0.999999999999818,0.99999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.997901445298633,0.993437802116039,0.981733196365661,0.954735262378129,0.900151472670433,0.803931633908044,0.657265672155775,0.466675064298135,0.261228073609878,0.089011096111876,0,0.0228277568620052,0.149985265888982,0.341787698303263,0.546278096739308,0.721581746434825,0.847913777143131,0.926045219462513,0.967986965655646,0.987664077341526,0.995768438622654,0.998707847236814,0.999648754081755,0.999915005089493,0.999981691247023,0.999996489177938,0.99999940070165,0.99999990893289,0.999999987681318,0.999999998516624,0.999999999840991,0.999999999984827,0.999999999998711,0.999999999999903,0.999999999999993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.998761665553492,0.996209695421471,0.989523878494109,0.973853280720249,0.941071668864025,0.880071793152449,0.779601416512503,0.634248161205346,0.45190669405676,0.258326540682608,0.0937224147612055,0,0.00361077669582069,0.10350410803102,0.271620278196332,0.465610828138867,0.645963765305905,0.78819898485046,0.885580875088648,0.944183902706422,0.975412715156106,0.990219705357192,0.996486956194968,0.998860523292077,0.999666252823933,0.999911728601409,0.999978917957904,0.99999545330727,0.999999114540311,0.999999844284357,0.999999975272173,0.999999996454072,0.99999999954084,0.999999999946311,0.999999999994331,0.999999999999459,0.999999999999953,0.999999999999996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9992647442419,0.997792789275479,0.993948605493899,0.984847878599094,0.965350440193476,0.927635043122269,0.861972634322578,0.759559071336448,0.617476694735326,0.444206186420296,0.262476568189934,0.106191988914446,0.0107205935260619,0,0.0768179809494793,0.221639156869495,0.400649422321038,0.578510090196333,0.729292840345079,0.841211660354196,0.914936396075259,0.958382570213779,0.981404278300998,0.992411479247977,0.99717181691858,0.999037359300159,0.999700754778159,0.999915043515024,0.999977972147896,0.99999478380193,0.99999887191376,0.999999777188893,0.99999995980818,0.999999993378676,0.999999999003773,0.999999999863108,0.999999999982821,0.999999999998031,0.999999999999794,0.99999999999998,0.999999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.999559563114362,0.99869988529983,0.996462981864319,0.991131492523758,0.979506250737793,0.956353448861883,0.914328557718047,0.84501850126969,0.741606689280439,0.602954472220706,0.437714372405932,0.266109460964989,0.117198164836973,0.0212927676709294,0,0.0583167741600321,0.182726718875303,0.346286581851158,0.51809089699815,0.672583552108018,0.794981294405096,0.881683826943746,0.937070776532342,0.969152621418024,0.986063882918183,0.994197395890892,0.997773299902402,0.999212486246686,0.999743308080142,0.999922887660157,0.999978650230215,0.999994552212692,0.999998718836012,0.999999722318508,0.999999944531455,0.999999989788154,0.999999998267316,0.999999999729048,0.99999999996095,0.999999999994813,0.999999999999365,0.999999999999928,0.999999999999993,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.999734843911189,0.999228203016437,0.997914162292783,0.99476599761181,0.987805520062941,0.973620375130183,0.947015369247585,0.901188572458659,0.828903785840903,0.724925969324643,0.589385059628703,0.430890456856471,0.267625939545107,0.124923533639687,0.0291882595814726,0,0.0435969662569984,0.150706393109774,0.299753850152416,0.463932387693893,0.618965435275756,0.748530601634762,0.845907366743533,0.912329279508432,0.953686965306037,0.977284208807673,0.989655048443404,0.995625735707665,0.998282655029485,0.999373983139218,0.999788119746867,0.999933415843767,0.999980572036315,0.999994736681756,0.999998676061102,0.999999690790934,0.999999932947888,0.999999986499537,0.999999997476166,0.999999999561924,0.999999999929399,0.999999999989435,0.999999999998532,0.999999999999811,0.999999999999977,0.999999999999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
